,X,Bay,Date,Year,Tow,Towindex,Station,Temp,SAL,DO.mg.L,distswept,NumCaught,jday,cpT,avl,minl,maxl,sdl,area,cpue,efoff,rcpT,AvDepth,std_cpue,Pres,dayl
461,506,Shinnecock,2010-08-16,2010,1,49,1,24.7,28,7.64,268.2,0,228,0,NA,NA,NA,NA,268.2,0,5.591732971,0,NA,0,0,13.80980972
462,507,Shinnecock,2010-08-16,2010,2,50,4,24.6,28.3,7.14,295,0,228,0,NA,NA,NA,NA,295,0,5.686975356,0,NA,0,0,13.80980972
463,508,Shinnecock,2010-08-16,2010,3,51,6,24.7,28.7,7.34,295,2,228,2.465950909,64.67585302,60,70,7.071067812,295,0.008324411,5.686975356,2,NA,8,1,13.80980972
464,509,Shinnecock,2010-08-16,2010,4,52,9,24.6,28.6,7.17,295,0,228,0,NA,NA,NA,NA,295,0,5.686975356,0,NA,0,0,13.80980972
465,510,Shinnecock,2010-08-16,2010,5,53,11,24.3,28.8,7.46,295,1,228,1.130583272,72,72,72,NA,295,0.00382516,5.686975356,1,NA,4,1,13.80980972
466,511,Shinnecock,2010-08-16,2010,6,54,13,24,28.8,7.15,295,0,228,0,NA,NA,NA,NA,295,0,5.686975356,0,NA,0,0,13.80980972
467,512,Shinnecock,2010-08-16,2010,7,55,15,24.6,28.9,8.51,268.2,1,228,1.021103079,93,93,93,NA,268.2,0.003800016,5.591732971,1,NA,4,1,13.80980972
468,513,Shinnecock,2010-08-16,2010,8,56,17,24.7,28.8,8.08,268.2,3,228,3.166031246,83.79621056,75,90,7.937253933,268.2,0.011735608,5.591732971,3,NA,12,1,13.80980972
469,514,Shinnecock,2010-08-16,2010,9,57,19,24.2,29.1,7.64,295,1,228,1.036180632,87,87,87,NA,295,0.003506322,5.686975356,1,NA,4,1,13.80980972
470,515,Shinnecock,2010-08-16,2010,10,58,18,24,29.4,6.18,295,1,228,1.03954598,86,86,86,NA,295,0.00351769,5.686975356,1,NA,4,1,13.80980972
471,516,Shinnecock,2010-08-26,2010,1,59,1,23,29.1,9.01,268.2,0,238,0,NA,NA,NA,NA,268.2,0,5.591732971,0,NA,0,0,13.40167364
472,517,Shinnecock,2010-08-26,2010,2,60,6,23.6,29,11.5,268.2,1,238,1.03954598,86,86,86,NA,268.2,0.003868518,5.591732971,1,NA,4,1,13.40167364
473,518,Shinnecock,2010-08-26,2010,3,61,7,23.8,28.7,13.66,228,0,238,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,13.40167364
474,519,Shinnecock,2010-08-26,2010,4,62,9,23.3,29.3,11.19,228,0,238,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,13.40167364
475,520,Shinnecock,2010-08-26,2010,5,63,11,22.9,29.4,10.16,228,1,238,1.1530424,70,70,70,NA,228,0.005044459,5.429345629,1,NA,5,1,13.40167364
476,521,Shinnecock,2010-08-26,2010,6,64,11,23.6,29,12.88,228,3,238,3.501221849,69.16221676,64,73,4.725815626,228,0.015239523,5.429345629,4,NA,15,1,13.40167364
477,522,Shinnecock,2010-08-26,2010,7,65,14,22.4,29.3,7.25,228,0,238,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,13.40167364
478,523,Shinnecock,2010-08-26,2010,8,66,15,23.2,29.3,10.66,228,2,238,2.133561437,80.87235081,76,86,7.071067812,228,0.009314213,5.429345629,2,NA,9,1,13.40167364
479,524,Shinnecock,2010-08-26,2010,9,67,17,23.4,29.1,10.66,228,1,238,1.051532818,83,83,83,NA,228,0.004601383,5.429345629,1,NA,5,1,13.40167364
480,525,Shinnecock,2010-08-26,2010,10,68,19,22.9,29.2,10.82,228,4,238,4.242508457,87.20690161,68,103,14.8548533,228,0.018436492,5.429345629,4,NA,18,1,13.40167364
481,526,Shinnecock,2010-09-09,2010,1,69,20,21.8,29,6.63,268.2,1,252,1.02766066,90,90,90,NA,268.2,0.003824373,5.591732971,1,NA,4,1,12.79821529
482,527,Shinnecock,2010-09-09,2010,2,70,17,22.1,28.8,7.79,268.2,0,252,0,NA,NA,NA,NA,268.2,0,5.591732971,0,NA,0,0,12.79821529
483,528,Shinnecock,2010-09-09,2010,3,71,15,21.8,28.6,7.56,268.2,3,252,3.284935874,77.62123362,69,88,9.539392014,268.2,0.012173682,5.591732971,3,NA,12,1,12.79821529
484,529,Shinnecock,2010-09-09,2010,4,72,13,22.3,28.8,8.08,268.2,0,252,0,NA,NA,NA,NA,268.2,0,5.591732971,0,NA,0,0,12.79821529
485,530,Shinnecock,2010-09-09,2010,5,73,12,21,29,6.42,268.2,0,252,0,NA,NA,NA,NA,268.2,0,5.591732971,0,NA,0,0,12.79821529
486,531,Shinnecock,2010-09-09,2010,6,74,9,21.7,28.9,9.67,268.2,3,252,3.311475178,75.49177109,70,82,6.027713773,268.2,0.012271433,5.591732971,3,NA,12,1,12.79821529
487,532,Shinnecock,2010-09-09,2010,7,75,8,20.7,29.1,7.72,268.2,1,252,1.110988139,74,74,74,NA,268.2,0.004133831,5.591732971,1,NA,4,1,12.79821529
488,533,Shinnecock,2010-09-09,2010,8,76,6,21.8,29.1,11.56,268.2,1,252,1.141440903,71,71,71,NA,268.2,0.004246901,5.591732971,1,NA,4,1,12.79821529
489,534,Shinnecock,2010-09-09,2010,9,77,3,22.6,28.5,10.81,268.2,2,252,2.36435817,67.89661926,65,71,4.242640687,268.2,0.008777022,5.591732971,2,NA,9,1,12.79821529
490,535,Shinnecock,2010-09-09,2010,10,78,1,23.3,27.9,8.84,268.2,2,252,2.133561437,80.87235081,76,86,7.071067812,268.2,0.007923638,5.591732971,2,NA,8,1,12.79821529
491,536,Shinnecock,2010-09-21,2010,1,79,19,21.4,27.8,7.45,228,0,264,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,12.26531359
492,537,Shinnecock,2010-09-21,2010,2,80,17,21.4,27.9,7.8,228,0,264,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,12.26531359
493,538,Shinnecock,2010-09-21,2010,3,81,15,21.6,27.6,8.81,228,0,264,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,12.26531359
494,539,Shinnecock,2010-09-21,2010,4,82,14,21.5,27.7,8.68,228,0,264,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,12.26531359
495,540,Shinnecock,2010-09-21,2010,5,83,12,21.6,27.9,8.84,228,0,264,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,12.26531359
496,541,Shinnecock,2010-09-21,2010,6,84,9,21.7,28.2,10.6,228,1,264,1.009294924,102,102,102,NA,228,0.004416963,5.429345629,1,NA,4,1,12.26531359
497,542,Shinnecock,2010-09-21,2010,7,85,6,21.6,27.8,11.56,228,2,264,2.238318648,73.79335904,69,79,7.071067812,228,0.009769312,5.429345629,2,NA,10,1,12.26531359
498,543,Shinnecock,2010-09-21,2010,8,86,5,21.8,27.6,11.6,228,0,264,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,12.26531359
499,544,Shinnecock,2010-09-21,2010,9,87,4,21,28.8,9.37,228,0,264,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,12.26531359
500,545,Shinnecock,2010-09-21,2010,10,88,1,21.4,29.2,10.45,228,0,264,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,12.26531359
501,546,Shinnecock,2010-10-13,2010,1,89,NA,16.9,28.8,8.6,254.8,0,286,0,NA,NA,NA,NA,254.8,0,5.540478924,0,NA,0,0,11.28502031
502,547,Shinnecock,2010-10-13,2010,2,90,NA,17.6,28.8,9.5,228,0,286,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,11.28502031
503,548,Shinnecock,2010-10-13,2010,3,91,NA,17.6,29,9.84,228,0,286,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,11.28502031
504,549,Shinnecock,2010-10-13,2010,4,92,NA,17.3,29,9.74,228,0,286,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,11.28502031
505,550,Shinnecock,2010-10-13,2010,5,93,NA,17.3,29,9.96,228,1,286,1.009294924,102,102,102,NA,228,0.004416963,5.429345629,1,NA,4,1,11.28502031
506,551,Shinnecock,2010-10-13,2010,6,94,NA,17.9,28.1,9.67,228,0,286,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,11.28502031
507,552,Shinnecock,2010-10-13,2010,7,95,NA,17.7,28.6,11.52,228,0,286,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,11.28502031
508,553,Shinnecock,2010-10-13,2010,8,96,NA,17.7,28.5,11.39,228,0,286,0,NA,NA,NA,NA,228,0,5.429345629,0,NA,0,0,11.28502031
509,554,Shinnecock,2011-06-06,2011,1,1,NA,18.5,28.7,7.16,174.3,8,157,14.1650873,38.02659323,34,44,3.440826313,174.3,0.078134824,5.160777953,14,NA,78,1,14.96872777
510,555,Shinnecock,2011-06-06,2011,2,2,NA,19.4,28.2,8.81,187.8,6,157,10.54327734,39.15893977,38,40,0.98319208,187.8,0.054621687,5.235377567,11,NA,55,1,14.96872777
511,556,Shinnecock,2011-06-06,2011,3,3,NA,19.7,28.4,8.41,187.8,5,157,8.993040557,36.07519305,32,43,4.207136794,187.8,0.046775054,5.235377567,9,NA,47,1,14.96872777
512,557,Shinnecock,2011-06-06,2011,4,4,NA,20.5,27.5,8.35,187.8,8,157,13.73339423,40.56722909,31,50,5.817154434,187.8,0.070577529,5.235377567,14,NA,71,1,14.96872777
513,558,Shinnecock,2011-06-06,2011,5,5,NA,20.3,27.3,8.02,187.8,3,157,5.286348202,38.57257707,36,43,3.785938897,187.8,0.027759922,5.235377567,5,NA,28,1,14.96872777
514,559,Shinnecock,2011-06-06,2011,6,6,NA,20,27.9,10.25,187.8,1,157,1.686732572,43,43,43,NA,187.8,0.008941442,5.235377567,2,NA,9,1,14.96872777
515,560,Shinnecock,2011-06-06,2011,7,7,NA,20,28.1,9.56,187.8,0,157,0,NA,NA,NA,NA,187.8,0,5.235377567,0,NA,0,0,14.96872777
516,561,Shinnecock,2011-06-06,2011,8,8,NA,20.3,27.8,9.47,187.8,1,157,1.743111015,40,40,40,NA,187.8,0.009238931,5.235377567,2,NA,9,1,14.96872777
517,562,Shinnecock,2011-06-06,2011,9,9,NA,20.3,28.2,10.71,160.9,0,157,0,NA,NA,NA,NA,160.9,0,5.080783054,0,NA,0,0,14.96872777
518,563,Shinnecock,2011-06-06,2011,10,10,NA,20.5,28,9.86,160.9,0,157,0,NA,NA,NA,NA,160.9,0,5.080783054,0,NA,0,0,14.96872777
519,564,Shinnecock,2011-07-01,2011,1,11,NA,19.7,26.8,8.76,165.6,2,182,9.628520659,56.42213829,41,64,8.077010291,165.6,0.056515712,5.109575242,10,NA,57,1,15.05714069
520,565,Shinnecock,2011-07-01,2011,2,12,NA,21.7,27.9,10.06,174.3,2,182,9.510186491,57.65107931,46,70,7.134757312,174.3,0.053125677,5.160777953,10,NA,53,1,15.05714069
521,566,Shinnecock,2011-07-01,2011,3,13,NA,19.8,28.4,9,95.9,3,182,9.706367454,56.42204966,47,71,8.557925872,95.9,0.096412685,4.563305982,10,NA,96,1,15.05714069
522,567,Shinnecock,2011-07-01,2011,4,14,NA,20.8,28.5,10.28,174.3,3,182,12.97561014,53.90737486,46,74,8.200609733,174.3,0.07180343,5.160777953,13,NA,72,1,15.05714069
523,568,Shinnecock,2011-07-01,2011,5,15,NA,22.1,28.3,11.32,174.3,3,182,0,NA,NA,NA,NA,174.3,0,5.160777953,0,NA,0,0,15.05714069
524,569,Shinnecock,2011-07-01,2011,6,16,NA,22.8,28.2,11.52,174.3,2,182,0,NA,NA,NA,NA,174.3,0,5.160777953,0,NA,0,0,15.05714069
525,570,Shinnecock,2011-07-01,2011,7,17,NA,22.8,28.1,12.65,174.3,1,182,0,NA,NA,NA,NA,174.3,0,5.160777953,0,NA,0,0,15.05714069
526,571,Shinnecock,2011-07-01,2011,8,18,NA,22.4,28.3,13.25,174.3,5,182,0,NA,NA,NA,NA,174.3,0,5.160777953,0,NA,0,0,15.05714069
527,572,Shinnecock,2011-07-01,2011,9,19,NA,22.7,27.7,8.22,174.3,2,182,0,NA,NA,NA,NA,174.3,0,5.160777953,0,NA,0,0,15.05714069
528,573,Shinnecock,2011-07-01,2011,10,20,NA,22.2,28.3,10.62,174.3,3,182,0,NA,NA,NA,NA,174.3,0,5.160777953,0,NA,0,0,15.05714069
529,574,Shinnecock,2011-07-13,2011,1,21,NA,23.3,28.6,6.73,201.2,8,194,9.380069325,70.70287939,48,94,12.92561134,201.2,0.045566519,5.304299438,9,NA,46,1,14.87871932
530,575,Shinnecock,2011-07-13,2011,2,22,NA,22.8,27.9,6.97,201.2,7,194,11.05844599,45.05174598,30,76,17.75226344,201.2,0.053505179,5.304299438,11,NA,54,1,14.87871932
531,576,Shinnecock,2011-07-13,2011,3,23,NA,21.7,29,6.91,201.2,1,194,1.465183611,53,53,53,NA,201.2,0.007255837,5.304299438,1,NA,7,1,14.87871932
532,577,Shinnecock,2011-07-13,2011,4,24,NA,20.9,28.9,7.47,201.2,0,194,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.87871932
533,578,Shinnecock,2011-07-13,2011,5,25,NA,21.6,28.9,9.75,201.2,2,194,2.375959667,67.42647722,65,70,3.535533906,201.2,0.011739763,5.304299438,2,NA,12,1,14.87871932
534,579,Shinnecock,2011-07-13,2011,6,26,NA,21.8,28.7,12.33,201.2,1,194,1.120442198,73,73,73,NA,201.2,0.00555335,5.304299438,1,NA,6,1,14.87871932
535,580,Shinnecock,2011-07-13,2011,7,27,NA,21.7,28.7,9.03,201.2,2,194,2.582686436,61.20718465,57,66,6.363961031,201.2,0.012754725,5.304299438,3,NA,13,1,14.87871932
536,581,Shinnecock,2011-07-13,2011,8,28,NA,21.8,28.5,8.75,201.2,4,194,5.248797852,60.03794049,50,68,7.889866919,201.2,0.025752991,5.304299438,5,NA,26,1,14.87871932
537,582,Shinnecock,2011-07-13,2011,9,29,NA,22.6,28.8,10.3,201.2,1,194,1.44227622,54,54,54,NA,201.2,0.0071428,5.304299438,1,NA,7,1,14.87871932
538,583,Shinnecock,2011-07-13,2011,10,30,NA,22.5,28.9,8.19,201.2,0,194,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.87871932
539,584,Shinnecock,2011-07-27,2011,1,31,NA,23.6,28.8,4.84,201.2,0,208,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.51949575
540,585,Shinnecock,2011-07-27,2011,2,32,NA,24.5,28.3,7.14,160.9,2,208,2.854372745,53.18124945,39,76,26.1629509,160.9,0.017584524,5.080783054,3,NA,18,1,14.51949575
541,586,Shinnecock,2011-07-27,2011,3,33,NA,24.4,28.2,6.74,201.2,6,208,6.816870449,72.44317459,63,80,6.911343333,201.2,0.033319746,5.304299438,7,NA,33,1,14.51949575
542,587,Shinnecock,2011-07-27,2011,4,34,NA,24.5,28.2,6.67,201.2,0,208,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.51949575
543,588,Shinnecock,2011-07-27,2011,5,35,NA,24.4,28.3,5.84,201.2,1,208,1.025280126,91,91,91,NA,201.2,0.005082886,5.304299438,1,NA,5,1,14.51949575
544,589,Shinnecock,2011-07-27,2011,6,36,NA,25.6,27.6,9.54,201.2,7,208,7.933496231,71.82453977,69,75,2.035400978,201.2,0.038673348,5.304299438,8,NA,39,1,14.51949575
545,590,Shinnecock,2011-07-27,2011,7,37,NA,24.8,28.5,10.27,201.2,5,208,5.772759061,72.3873812,52,82,12.509996,201.2,0.028287748,5.304299438,6,NA,28,1,14.51949575
546,591,Shinnecock,2011-07-27,2011,8,38,NA,26.1,27.9,12.12,201.2,14,208,18.52460147,59.53182528,49,70,6.330199726,201.2,0.088075512,5.304299438,19,NA,88,1,14.51949575
547,592,Shinnecock,2011-07-27,2011,9,39,NA,26.2,28.3,11.46,201.2,5,208,6.659842823,59.2156072,48,72,10.33440855,201.2,0.032564582,5.304299438,7,NA,33,1,14.51949575
548,593,Shinnecock,2011-07-27,2011,10,40,NA,25.4,28.1,7.03,201.2,3,208,3.989830245,58.19484601,37,77,22.27853975,201.2,0.019636114,5.304299438,4,NA,20,1,14.51949575
549,594,Shinnecock,2011-08-10,2011,1,41,NA,23.9,29,6.05,174.3,2,222,2.535436341,65.21678645,52,84,22.627417,174.3,0.014441609,5.160777953,3,NA,14,1,14.04065509
550,595,Shinnecock,2011-08-10,2011,2,42,NA,24.7,28.6,8.2,174.3,11,222,11.78404891,82.63750431,64,100,10.75005285,174.3,0.065420495,5.160777953,12,NA,65,1,14.04065509
551,596,Shinnecock,2011-08-10,2011,3,43,NA,24.6,28.7,7.69,201.2,7,222,8.065022008,78.34398933,53,114,22.53885534,201.2,0.039302058,5.304299438,8,NA,39,1,14.04065509
552,597,Shinnecock,2011-08-10,2011,4,44,NA,24.2,28.9,10.14,201.2,2,222,2.36435817,67.89661926,65,71,4.242640687,201.2,0.011682773,5.304299438,2,NA,12,1,14.04065509
553,598,Shinnecock,2011-08-10,2011,5,45,NA,26,28.6,9.07,201.2,2,222,2.17342192,76.99327834,76,78,1.414213562,201.2,0.010744368,5.304299438,2,NA,11,1,14.04065509
554,599,Shinnecock,2011-08-10,2011,6,46,NA,25.7,28.2,10.67,201.2,2,222,2.186826096,76.83002661,72,82,7.071067812,201.2,0.010810275,5.304299438,2,NA,11,1,14.04065509
555,600,Shinnecock,2011-08-10,2011,7,47,NA,24.6,28.8,10.74,201.2,2,222,2.343983068,68.49719308,68,69,0.707106781,201.2,0.011582676,5.304299438,2,NA,12,1,14.04065509
556,601,Shinnecock,2011-08-10,2011,8,48,NA,25.9,28.3,7.83,201.2,11,222,13.11460809,69.09440614,54,94,11.98408035,201.2,0.063145628,5.304299438,13,NA,63,1,14.04065509
557,602,Shinnecock,2011-08-10,2011,9,49,NA,24.8,29.1,8.45,201.2,0,222,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.04065509
558,603,Shinnecock,2011-08-10,2011,10,50,NA,26.8,27.4,11.86,201.2,0,222,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.04065509
559,604,Shinnecock,2011-08-24,2011,1,51,NA,24.1,28.6,3.86,160.9,2,236,2.011803399,110.9574091,101,121,14.14213562,160.9,0.012425917,5.080783054,2,NA,12,1,13.48521785
560,605,Shinnecock,2011-08-24,2011,2,52,NA,24.4,28.4,7.69,160.9,1,236,1.006440421,106,106,106,NA,160.9,0.006235586,5.080783054,1,NA,6,1,13.48521785
561,606,Shinnecock,2011-08-24,2011,3,53,NA,24.8,28.3,7.46,160.9,3,236,3.07547477,92.58785127,85,100,7.505553499,160.9,0.018933819,5.080783054,3,NA,19,1,13.48521785
562,607,Shinnecock,2011-08-24,2011,4,54,NA,24.7,28.1,7.01,160.9,5,236,5.330088037,85.09990448,75,116,17.27136358,160.9,0.032589847,5.080783054,5,NA,33,1,13.48521785
563,608,Shinnecock,2011-08-24,2011,5,55,NA,24.9,27.7,7.39,160.9,3,236,3.402985972,73.99068228,66,89,12.50333289,160.9,0.020929145,5.080783054,3,NA,21,1,13.48521785
564,609,Shinnecock,2011-08-24,2011,6,56,NA,24.8,28.5,6.94,160.9,8,236,8.251955491,101.5889312,70,119,18.10238737,160.9,0.050014402,5.080783054,8,NA,50,1,13.48521785
565,610,Shinnecock,2011-08-24,2011,7,57,NA,25.7,27.6,9.08,160.9,6,236,6.841182936,75.68113451,59,102,16.04265148,160.9,0.04163916,5.080783054,7,NA,42,1,13.48521785
566,611,Shinnecock,2011-08-24,2011,8,58,NA,25,28,7.44,160.9,5,236,5.425738237,91.78588973,61,118,25.27844932,160.9,0.03316509,5.080783054,5,NA,33,1,13.48521785
567,612,Shinnecock,2011-08-24,2011,9,59,NA,25.9,28.3,9,160.9,5,236,6.110076312,74.81302746,51,120,29.9866637,160.9,0.037271094,5.080783054,6,NA,37,1,13.48521785
568,613,Shinnecock,2011-08-24,2011,10,60,NA,26,28,10.42,160.9,6,236,7.253261871,78.93987475,53,118,31.63173512,160.9,0.044092783,5.080783054,7,NA,44,1,13.48521785
569,614,Shinnecock,2011-09-15,2011,1,61,NA,24.5,28.5,6.33,174.3,1,258,1.072906492,79,79,79,NA,174.3,0.006136649,5.160777953,1,NA,6,1,12.53283265
570,615,Shinnecock,2011-09-15,2011,2,62,NA,24.3,28.4,6.44,174.3,2,258,2.021347289,100.4997587,100,101,0.707106781,174.3,0.011530215,5.160777953,2,NA,12,1,12.53283265
571,616,Shinnecock,2011-09-15,2011,3,63,NA,24.4,28.4,6.64,174.3,3,258,3.020776622,110.2665173,96,121,12.89702808,174.3,0.017182437,5.160777953,3,NA,17,1,12.53283265
572,617,Shinnecock,2011-09-15,2011,4,64,NA,24.6,28.1,6.35,174.3,1,258,1.086431913,77,77,77,NA,174.3,0.006213769,5.160777953,1,NA,6,1,12.53283265
573,618,Shinnecock,2011-09-15,2011,5,65,NA,24.8,28.3,6.89,174.3,1,258,1.419611821,55,55,55,NA,174.3,0.008111658,5.160777953,1,NA,8,1,12.53283265
574,619,Shinnecock,2011-09-15,2011,6,66,NA,24.8,28.2,6.73,174.3,6,258,6.740656108,78.77254644,56,102,17.59261209,174.3,0.037943673,5.160777953,7,NA,38,1,12.53283265
575,620,Shinnecock,2011-09-15,2011,7,67,NA,25.3,27.6,7.01,174.3,3,258,3.451157281,70.53599675,68,76,4.618802154,174.3,0.019606627,5.160777953,3,NA,20,1,12.53283265
576,621,Shinnecock,2011-09-15,2011,8,68,NA,25.4,27.4,7.41,174.3,1,258,1.333117473,59,59,59,NA,174.3,0.007619307,5.160777953,1,NA,8,1,12.53283265
577,622,Shinnecock,2011-09-15,2011,9,69,NA,25.6,27,7.08,174.3,1,258,1.036180632,87,87,87,NA,174.3,0.005927211,5.160777953,1,NA,6,1,12.53283265
578,623,Shinnecock,2011-09-15,2011,10,70,NA,25.8,26.9,7.5,174.3,1,258,1.006440421,106,106,106,NA,174.3,0.005757578,5.160777953,1,NA,6,1,12.53283265
579,624,Shinnecock,2011-10-07,2011,1,71,NA,16.9,28,8.17,187.8,1,280,1.047197521,84,84,84,NA,187.8,0.005560643,5.235377567,1,NA,6,1,11.55028181
580,625,Shinnecock,2011-10-07,2011,2,72,NA,17.3,27.9,8.42,187.8,0,280,0,NA,NA,NA,NA,187.8,0,5.235377567,0,NA,0,0,11.55028181
581,626,Shinnecock,2011-10-07,2011,3,73,NA,17.3,27.8,7.65,187.8,1,280,1.017603743,95,95,95,NA,187.8,0.005403923,5.235377567,1,NA,5,1,11.55028181
582,627,Shinnecock,2011-10-07,2011,4,74,NA,17.6,27.4,8.63,134.1,1,280,1.000847532,128,128,128,NA,134.1,0.007435728,4.89858579,1,NA,7,1,11.55028181
583,628,Shinnecock,2011-10-07,2011,5,75,NA,17.6,27,8.79,134.1,2,280,2.06849045,87.97399524,85,91,4.242640687,134.1,0.015307229,4.89858579,2,NA,15,1,11.55028181
584,629,Shinnecock,2011-10-07,2011,6,76,NA,17.8,26.8,8.51,134.1,1,280,1.001617478,121,121,121,NA,134.1,0.007441427,4.89858579,1,NA,7,1,11.55028181
585,630,Shinnecock,2011-10-07,2011,7,77,NA,18.5,27.7,10.08,134.1,1,280,1.110988139,74,74,74,NA,134.1,0.008250643,4.89858579,1,NA,8,1,11.55028181
586,631,Shinnecock,2011-10-07,2011,8,78,NA,18.6,27.7,11.09,134.1,1,280,1.178570912,68,68,68,NA,134.1,0.00875035,4.89858579,1,NA,9,1,11.55028181
587,632,Shinnecock,2011-10-07,2011,9,79,NA,18.1,27.6,9.57,134.1,1,280,1.03954598,86,86,86,NA,134.1,0.007722128,4.89858579,1,NA,8,1,11.55028181
588,633,Shinnecock,2011-10-07,2011,10,80,NA,18.4,26.7,9.64,134.1,2,280,2.12747008,82.71079329,75,91,11.3137085,134.1,0.015740272,4.89858579,2,NA,16,1,11.55028181
589,634,Shinnecock,2011-10-28,2011,1,81,NA,14.5,27.7,6.22,201.2,0,301,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,10.64303624
590,635,Shinnecock,2011-10-28,2011,2,82,NA,14.1,27.2,8.15,201.2,0,301,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,10.64303624
591,636,Shinnecock,2011-10-28,2011,3,83,NA,14.1,26.7,7.73,201.2,0,301,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,10.64303624
592,637,Shinnecock,2011-10-28,2011,4,84,NA,14.8,26.8,7.86,201.2,0,301,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,10.64303624
593,638,Shinnecock,2011-10-28,2011,5,85,NA,14.8,26.2,7.82,201.2,0,301,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,10.64303624
594,639,Shinnecock,2011-10-28,2011,6,86,NA,14.8,25.2,8.04,201.2,1,301,1.375371023,57,57,57,NA,201.2,0.006812582,5.304299438,1,NA,7,1,10.64303624
595,640,Shinnecock,2011-10-28,2011,7,87,NA,14.8,25.6,7.88,201.2,1,301,1.02766066,90,90,90,NA,201.2,0.005094658,5.304299438,1,NA,5,1,10.64303624
596,641,Shinnecock,2011-10-28,2011,8,88,NA,14.9,25,8.17,201.2,0,301,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,10.64303624
597,642,Shinnecock,2011-10-28,2011,9,89,NA,14.9,25.2,8.17,201.2,2,301,2.112485647,82,82,82,0,201.2,0.010444695,5.304299438,2,NA,10,1,10.64303624
598,643,Shinnecock,2011-10-28,2011,10,90,NA,15.1,25.1,7.9,201.2,0,301,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,10.64303624
599,644,Shinnecock,2016-05-18,2016,NA,1,3,13.9,26.4,9.5,237.5630165,1,139,1.869227139,31,31,31,NA,237.5630165,0.007837548,5.470432921,2,0.70104,8,1,14.5455128
600,645,Shinnecock,2016-05-18,2016,NA,2,31,10,29.5,12.11,343.654641,0,139,0,NA,NA,NA,NA,343.654641,0,5.839637202,0,2.07264,0,0,14.5455128
601,646,Shinnecock,2016-05-18,2016,NA,3,28,13.9,26.4,10.47,373.3897443,0,139,0,NA,NA,NA,NA,373.3897443,0,5.922622765,0,NA,0,0,14.5455128
602,647,Shinnecock,2016-05-18,2016,NA,4,8,13.8,26.4,11.39,373.3930251,1,139,1.932995822,23,23,23,NA,373.3930251,0.005163486,5.922631552,2,1.8288,5,1,14.5455128
603,648,Shinnecock,2016-05-18,2016,NA,5,12,13.8,26.5,12.11,237.5667417,0,139,0,NA,NA,NA,NA,237.5667417,0,5.470448602,0,1.70688,0,0,14.5455128
604,649,Shinnecock,2016-05-18,2016,NA,6,11,13.7,27,13.44,237.5663278,0,139,0,NA,NA,NA,NA,237.5663278,0,5.470446859,0,NA,0,0,14.5455128
605,650,Shinnecock,2016-05-18,2016,NA,7,14,13.9,26.7,9.15,278.8622924,0,139,0,NA,NA,NA,NA,278.8622924,0,5.630718084,0,1.18872,0,0,14.5455128
606,651,Shinnecock,2016-05-18,2016,NA,8,15,13.9,26.9,10.54,139.4322732,0,139,0,NA,NA,NA,NA,139.4322732,0,4.937578987,0,1.12776,0,0,14.5455128
607,652,Shinnecock,2016-05-18,2016,NA,9,16,14,26.7,8.68,373.3995865,0,139,0,NA,NA,NA,NA,373.3995865,0,5.922649124,0,1.46304,0,0,14.5455128
608,653,Shinnecock,2016-05-18,2016,NA,10,19,13.8,27,9.34,237.5692251,0,139,0,NA,NA,NA,NA,237.5692251,0,5.470459055,0,NA,0,0,14.5455128
