,Bay,Date,Year,Tow,Towindex,Station,StartLAT,StartLON,Temp,SAL,DO.mg.L,Bottom.type,distswept,NumCaught,jday,cpT,avl,minl,maxl,sdl,area,cpue,efoff,rcpT,AvDepth,EndLAT,EndLON,NumKept
1010,Napeague,2016-06-29,2016,,75,23,41.01007,-72.03942,20.7,30.28,8.26,,344.6715333,3,181,5.332276384,35.87009372,25,43,9.865765725,344.6715333,0.015352153,5.842591886,5,3.79476,41.00794,-72.0424,3
1011,Napeague,2016-06-29,2016,,76,7,41.00636,-72.04726,20.5,30.37,7.06,,309.6379441,0,181,0,,,,,309.6379441,0,5.735403693,0,0.92964,41.00449,-72.04999,0
1012,Napeague,2016-06-29,2016,,77,6,41.00695,-72.04977,20.7,30.27,7.03,,354.0684182,0,181,0,,,,,354.0684182,0,5.869490166,0,,41.00409,-72.05163,0
1013,Napeague,2016-06-29,2016,,78,44,41.00577,-72.0547,21.1,30.12,8.18,,312.6843749,0,181,0,,,,,312.6843749,0,5.745194295,0,0.74676,41.00594,-72.05099,0
1014,Napeague,2016-06-29,2016,,79,19,41.0091,-72.05189,20.7,30.35,7.66,,323.4655159,0,181,0,,,,,323.4655159,0,5.779092511,0,0.59436,41.01153,-72.04977,0
1015,Napeague,2016-06-29,2016,,80,43,41.01064,-72.05356,21.3,30.33,7.18,,313.0762558,0,181,0,,,,,313.0762558,0,5.746446789,0,1.46304,41.0122,-72.05046,0
1016,Napeague,2016-06-29,2016,,81,25,41.0093,-72.04885,19.8,30.37,8.27,,420.5221803,0,181,0,,,,,420.5221803,0,6.041497226,0,1.4478,41.01289,-72.04726,0
1017,Napeague,2016-06-29,2016,,82,31,41.0125,-72.04675,20.7,30.25,7.86,,320.3725669,0,181,0,,,,,320.3725669,0,5.76948459,0,3.44424,41.01503,-72.04492,0
1018,Napeague,2016-06-29,2016,,83,36,41.01775,-72.0476,21,30.25,7.56,,365.1588656,0,181,0,,,,,365.1588656,0,5.900332507,0,2.02692,41.01462,-72.04893,0
1019,Napeague,2016-06-29,2016,,84,40,41.01229,-72.0537,20.2,30.37,8,,309.1060357,0,181,0,,,,,309.1060357,0,5.733684376,0,0.79248,41.0146,-72.05165,0
1020,Napeague,,2016,,85,,,,,,,,416.1996378,,,0,,,,,416.1996378,0,6.031165044,0,,,,
1021,Napeague,2016-07-14,2016,,86,39,41.01555,-72.05666,23.6,30.14,7.41,,243.9802993,0,196,0,,,,,243.9802993,0,5.497087482,0,0.80772,41.01464,-72.05402,0
1022,Napeague,2016-07-14,2016,,87,34,41.01615,-72.04616,23.3,30.26,7.24,,253.9476094,1,196,1.375371023,57,57,57,,253.9476094,0.00540135,5.537127983,1,4.16052,41.01389,-72.0457,1
1023,Napeague,2016-07-14,2016,,88,26,41.01273,-72.04626,23.4,30.23,104.4,,248.5438251,0,196,0,,,,,248.5438251,0,5.515619188,0,1.79832,41.01082,-72.04472,0
1024,Napeague,2016-07-14,2016,,89,25,41.01247,-72.04778,23.5,30.26,7.18,,326.2324549,0,196,0,,,,,326.2324549,0,5.787610179,0,1.905,41.00962,-72.04872,0
1025,Napeague,2016-07-14,2016,,90,20,41.01036,-72.04748,23.7,30.21,7.39,,460.3452839,0,196,0,,,,,460.3452839,0,6.131976825,0,2.24028,41.00684,-72.04459,0
1026,Napeague,2016-07-14,2016,,91,15,41.00783,-72.03876,23.1,30.26,7.29,,411.3805121,0,196,0,,,,,411.3805121,0,6.019518606,0,3.38328,41.00974,-72.04295,0
1027,Napeague,2016-07-14,2016,,92,13,41.0088,-72.04603,23.5,30.24,7.46,,361.1644767,0,196,0,,,,,361.1644767,0,5.889333469,0,1.34112,41.00575,-72.04752,0
1028,Napeague,2016-07-14,2016,,93,7,41.00688,-72.04845,23.8,30.21,7.41,,334.987461,1,196,0,,,,,334.987461,0,5.814093101,0,1.0668,41.00387,-72.04871,1
1029,Napeague,2016-07-14,2016,,94,2,41.00346,-72.04707,23.1,30.18,6.86,,352.7356192,0,196,0,,,,,352.7356192,0,5.865718822,0,1.24968,41.00537,-72.05042,0
1030,Napeague,2016-07-14,2016,,95,44,41.00508,-72.05323,24.3,30.21,8.5,,490.7714156,0,196,0,,,,,490.7714156,0,6.195978471,0,0.6096,41.00842,-72.05705,0
1031,Napeague,2016-07-14,2016,,96,43,41.00737,-72.05421,24.4,30.21,8.04,,295.4505092,0,196,0,,,,,295.4505092,0,5.688501341,0,0.94488,41.00746,-72.0507,0
1032,Napeague,2016-07-14,2016,,97,11,41.00689,-72.05066,24,30.21,7.86,,299.8262625,0,196,0,,,,,299.8262625,0,5.703203182,0,0.96012,41.00947,-72.04961,0
1033,Napeague,,2016,,98,,,,,,,,415.5120607,,,0,,,,,415.5120607,0,6.029511641,0,0,,,
1034,Napeague,,2016,,99,,,,,,,,334.987461,,,0,,,,,334.987461,0,5.814093101,0,0,,,
1035,Napeague,2016-08-02,2016,,100,1,41.00261,-72.05219,22.1,29.99,6.74,,296.0257293,0,215,0,,,,,296.0257293,0,5.690446374,0,1.58496,41.00476,-72.05011,0
1036,Napeague,2016-08-02,2016,,101,11,41.00833,-72.05194,22.3,30.1,6.85,,359.8632682,0,215,0,,,,,359.8632682,0,5.885724149,0,1.53924,41.00509,-72.05201,0
1037,Napeague,2016-08-02,2016,,102,5,41.00393,-72.04082,22,30.1,6.97,,311.5730327,0,215,0,,,,,311.5730327,0,5.741633766,0,2.27076,41.00672,-72.04121,0
1038,Napeague,2016-08-02,2016,,103,45,41.00627,-72.0378,22,30.1,6.97,,373.4237548,0,215,0,,,,,373.4237548,0,5.922713847,0,3.59664,41.00701,-72.04213,0
1039,Napeague,2016-08-02,2016,,104,15,41.00815,-72.03967,22.2,30.12,6.71,,356.4597258,0,215,0,,,,,356.4597258,0,5.876221262,0,3.59664,41.0089,-72.04379,0
1040,Napeague,2016-08-02,2016,,105,4,41.00374,-72.04363,22.1,30.11,6.72,,347.2827102,0,215,0,,,,,347.2827102,0,5.850139175,0,1.7526,41.00472,-72.04755,0
1041,Napeague,2016-08-02,2016,,106,22,41.00889,-72.04153,22.2,30.16,6.49,,416.1996378,0,215,0,,,,,416.1996378,0,6.031165044,0,3.52044,41.01017,-72.04618,0
1042,Napeague,2016-08-02,2016,,107,35,41.01553,-72.04385,22.2,30.2,7.14,,394.092141,0,215,0,,,,,394.092141,0,5.976584742,0,3.53568,41.01442,-72.0483,0
1043,Napeague,2016-08-02,2016,,108,27,41.01143,-72.04245,22.1,30.16,6.9,,369.0441207,0,215,0,,,,,369.0441207,0,5.910916205,0,3.85572,41.01047,-72.04665,0
1044,Napeague,2016-08-02,2016,,109,42,41.00736,-72.05556,22.4,30.03,7.22,,361.5977092,0,215,0,,,,,361.5977092,0,5.890532293,0,0.74676,41.00447,-72.05358,0
1045,Napeague,2016-08-02,2016,,110,39,41.01517,-72.0571,22.1,30.19,6.54,,309.6379441,0,215,0,,,,,309.6379441,0,5.735403693,0,0.80772,,,0
1046,Napeague,2016-08-02,2016,,111,38,41.01461,-72.05839,22.1,30.21,6.55,,209.8181601,0,215,0,,,,,209.8181601,0,5.346241252,0,1.32588,41.01331,-72.0602,0
1047,Napeague,,2016,,112,,,,,,,,258.8336548,,,0,,,,,258.8336548,0,5.556185596,0,0,,,
1048,Napeague,,2016,,113,,,,,,,,490.7714156,,,0,,,,,490.7714156,0,6.195978471,0,0,,,
1049,Jamaica,2016-05-17,2016,,1,22,40.64005,-73.82767,14,25.2,7.5,,388.0177955,0,138,0,,,,,388.0177955,0,5.961051203,0,1.500000048,40.64351,-73.82703,0
1050,Jamaica,2016-05-17,2016,,2,18,40.63979,-73.82644,13.2,25.1,9.7,,398.2905375,2,138,3.599615631,36.49794489,36,37,0.707106781,398.2905375,0.008997068,5.987181733,4,0.750000024,40.64147,-73.8306,2
1051,Jamaica,2016-05-17,2016,,3,29,40.64554,-73.8293,14,24.9,8.1,,331.8199841,0,138,0,,,,,331.8199841,0,5.804592605,0,8.000000256,40.64486,-73.83312,0
1052,Jamaica,2016-05-17,2016,,4,38,40.64695,-73.82764,14,24.9,8.3,,307.2855928,0,138,0,,,,,307.2855928,0,5.727777585,0,0.500000016,40.64925,-73.82966,0
1053,Jamaica,2016-05-17,2016,,5,14,40.63894,-73.82044,13.9,25.3,7.7,,363.450605,0,138,0,,,,,363.450605,0,5.8956434,0,9.000000288,40.64168,-73.82279,0
1054,Jamaica,2016-05-17,2016,,6,5,40.63176,-73.81818,14.2,25,10.8,,351.9435814,0,138,0,,,,,351.9435814,0,5.863470883,0,0.750000024,40.63427,-73.82072,0
1055,Jamaica,2016-05-17,2016,,7,8,40.63503,-73.82067,14.2,24.9,8.5,,273.349454,1,138,1.846741152,33,33,33,,273.349454,0.006733252,5.610751028,2,4.900000157,40.63735,-73.82175,1
1056,Jamaica,2016-05-17,2016,,8,13,40.63808,-73.82225,14.2,25.1,8.2,,285.074797,0,138,0,,,,,285.074797,0,5.652751591,0,1.950000062,40.64057,-73.82307,0
1057,Jamaica,2016-05-17,2016,,9,31,40.64574,-73.82374,14.1,25,8.4,,303.9080219,0,138,0,,,,,303.9080219,0,5.716725096,0,2.50000008,40.64495,-73.8203,0
1058,Jamaica,2016-05-17,2016,,10,34,40.64499,-73.81777,14.5,24.7,8.4,,284.7602178,12,138,22.01260552,33.38769838,27,41,4.210376792,284.7602178,0.074459999,5.651647485,22,4.000000128,40.64399,-73.81467,12
1059,Jamaica,2016-05-17,2016,,11,43,40.64275,-73.81286,14.3,24.1,8.1,,306.1852347,21,138,38.53017611,33.59600492,27,42,3.198958164,306.1852347,0.118528919,5.724190261,39,6.2500002,40.64123,-73.80984,21
1060,Jamaica,2016-05-17,2016,,12,49,40.6412,-73.8088,14.6,22.8,8.4,,310.6621014,3,138,5.57209453,31.98383962,30,34,2,310.6621014,0.017777235,5.738705831,6,4.400000141,40.6397,-73.8057,3
1061,Jamaica,2016-05-17,2016,,13,Old Mill Creek,40.6478,-73.85402,13.9,25.5,10.1,,263.7885024,5,138,8.856286633,37.60782356,31,43,5.215361924,263.7885024,0.033022154,5.575147655,9,2.50000008,40.64548,-73.85469,5
1062,Jamaica,2016-05-17,2016,,14,Dubos Point,40.60598,-73.78403,14.2,25.7,8.5,,344.6379994,0,138,0,,,,,344.6379994,0,5.842494589,0,1.000000032,40.60831,-73.78134,0
1063,Jamaica,2016-05-24,2016,,15,46,40.642,-73.81131,16,25.1,5.92,,332.8193893,0,145,0,,,,,332.8193893,0,5.807599968,0,5.900000189,40.64326,-73.81488,0
1064,Jamaica,2016-05-24,2016,,16,47,40.64167,-73.80847,16.1,25.1,6.5,,327.847945,0,145,0,,,,,327.847945,0,5.792549919,0,5.800000186,40.63953,-73.8058,0
1065,Jamaica,2016-05-24,2016,,17,49,40.63966,-73.8085,15.2,25.2,6.15,,304.363503,0,145,0,,,,,304.363503,0,5.718222721,0,7.80000025,40.63808,-73.80556,0
1066,Jamaica,2016-05-24,2016,,18,25,40.64199,-73.8316,16.2,25.6,8.81,,275.4173958,0,145,0,,,,,275.4173958,0,5.61828775,0,2.700000086,40.64214,-73.82835,0
1067,Jamaica,2016-05-24,2016,,19,22,40.6401,-73.8276,16.4,25.3,8.27,,276.5611541,3,145,4.70155,47.96392765,41,52,6.350852961,276.5611541,0.016857154,5.622431968,5,2.850000091,40.64109,-73.8306,3
1068,Jamaica,2016-05-24,2016,,20,16,40.64013,-73.8259,16.6,25.2,8.7,,301.1526542,1,145,1.869227139,31,31,31,,301.1526542,0.006187726,5.707617293,2,1.900000061,40.64011,-73.82946,1
1069,Jamaica,2016-05-24,2016,,21,28,40.6458,-73.83167,16.2,25.7,8.43,,303.302932,0,145,0,,,,,303.302932,0,5.714732082,0,5.400000173,40.64532,-73.82814,0
1070,Jamaica,2016-05-24,2016,,22,30,40.64491,-73.82703,16.5,25.3,8.59,,264.516449,0,145,0,,,,,264.516449,0,5.577903439,0,2.400000077,40.64724,-73.82768,0
1071,Jamaica,2016-05-24,2016,,23,38,40.64661,-73.82701,16.5,25.3,8.54,,273.3498098,1,145,1.645659032,45,45,45,,273.3498098,0.006002291,5.61075233,2,1.600000051,40.64885,-73.82835,1
1072,Jamaica,2016-05-24,2016,,24,20,40.63709,-73.82763,17.2,24.8,10.37,,280.3996743,0,145,0,,,,,280.3996743,0,5.636215994,0,1.450000046,40.63893,-73.8299,0
1073,Jamaica,2016-05-24,2016,,25,10,40.63632,-73.82182,16.6,25,104.9,,272.9556641,1,145,1.645659032,45,45,45,,272.9556641,0.006010932,5.609309379,2,1.150000037,40.63388,-73.82143,1
1074,Jamaica,2016-05-24,2016,,26,5,40.63078,-73.81725,17.5,24.5,8.84,,283.4588988,1,145,1.465183611,53,53,53,,283.4588988,0.005155632,5.647067135,1,1.500000048,40.63013,-73.81401,1
1075,Jamaica,2016-05-31,2016,,27,9,40.63534,-73.8188,18.3,25.4,3.4,,291.9873644,1,152,1.792410193,37,37,37,,291.9873644,0.006119892,5.676710529,2,8.900000285,40.63774,-73.82021,1
1076,Jamaica,2016-05-31,2016,,28,40,40.64677,-73.82263,21.1,24,6.73,,227.1648895,0,152,0,,,,,227.1648895,0,5.425676139,0,2.950000094,40.64563,-73.8204,0
1077,Jamaica,2016-05-31,2016,,29,35,40.6473,-73.8345,21.1,22.1,7.67,,218.1920697,6,152,9.803673483,42.33597502,27,54,12.24200419,218.1920697,0.04395123,5.385375729,10,2.700000086,40.6459,-73.83269,6
1078,Jamaica,2016-05-31,2016,,30,25,40.642,-73.83243,21.2,24.2,8.01,,223.5739832,0,152,0,,,,,223.5739832,0,5.40974238,0,0.900000029,40.6422,-73.8298,0
1079,Jamaica,2016-05-31,2016,,31,23,40.64054,-73.83009,21.3,24.1,11.28,,255.7103877,1,152,1.48823882,52,52,52,,255.7103877,0.005803146,5.544045506,1,0.95000003,40.64119,-73.82719,1
1080,Jamaica,2016-05-31,2016,,32,38,40.6469,-73.82806,22.1,21.7,9.34,,262.1481508,7,152,11.13839137,44.26461731,27,58,12.79880947,262.1481508,0.041611045,5.568909805,11,2.350000075,40.64897,-73.82955,7
1081,Jamaica,2016-05-31,2016,,33,24,40.64112,-73.83238,21.1,24.5,8.06,,285.5660931,0,152,0,,,,,285.5660931,0,5.654473502,0,2.100000067,40.64368,-73.83206,0
1082,Jamaica,2016-05-31,2016,,34,10,40.63719,-73.82144,22.3,24,11.02,,226.4879927,9,152,14.42032328,46.72794328,41,52,3.655285367,226.4879927,0.061724498,5.422691931,14,3.100000099,40.63517,-73.82107,9
1083,Jamaica,2016-05-31,2016,,35,8,40.63482,-73.82082,19.8,25.1,6.41,,293.4752739,2,152,3.20463756,47,47,47,0,293.4752739,0.010860428,5.68179339,3,4.05000013,40.63223,-73.82013,2
1084,Jamaica,2016-05-31,2016,,36,6,40.63292,-73.82016,21.6,24.4,11.82,,274.2387131,1,152,1.222917267,65,65,65,,274.2387131,0.004449403,5.613998943,1,1.25000004,40.63126,-73.81776,1
1085,Jamaica,2016-05-31,2016,,37,5,40.63173,-73.81777,21.2,24.6,10.01,,234.6078776,2,152,2.907459831,53.49606058,53,54,0.707106781,234.6078776,0.012316686,5.457915515,3,1.050000034,40.62962,-73.81791,2
1086,Jamaica,2016-05-31,2016,,38,3,40.62937,-73.8175,21.8,24.4,10.66,,225.0465075,0,152,0,,,,,225.0465075,0,5.416307081,0,1.300000042,40.62902,-73.81488,0
1087,Jamaica,2016-06-07,2016,,39,47,40.64201,-73.80836,21.7,28.3,0.17,,292.7153501,1,159,1.397281537,56,56,56,,292.7153501,0.004762159,5.679200635,1,3.550000114,40.64042,-73.8056,1
1088,Jamaica,2016-06-07,2016,,40,44,40.64248,-73.81625,21.8,25,4.11,,286.1941584,0,159,0,,,,,286.1941584,0,5.656670456,0,9.250000296,40.64412,-73.81886,0
1089,Jamaica,2016-06-07,2016,,41,31,40.64581,-73.82435,21.7,25.1,4.85,,311.2031542,1,159,1.834357323,34,34,34,,311.2031542,0.005877101,5.740445928,2,5.00000016,40.64761,-73.82153,1
1090,Jamaica,2016-06-07,2016,,42,29,40.6455,-73.82969,21.6,21.3,4.5,,278.1182642,0,159,0,,,,,278.1182642,0,5.628046434,0,4.05000013,40.64588,-73.82644,0
1091,Jamaica,2016-06-07,2016,,43,25,40.64209,-73.83212,21.6,25.3,4.98,,301.8499831,0,159,0,,,,,301.8499831,0,5.709930149,0,3.000000096,40.64258,-73.82861,0
1092,Jamaica,2016-06-07,2016,,44,18,40.63883,-73.8279,22.1,24.1,6.51,,312.7307096,0,159,0,,,,,312.7307096,0,5.745342468,0,2.150000069,40.6402,-73.83113,0
1093,Jamaica,2016-06-07,2016,,45,20,40.6372,-73.82699,22.6,24.7,6.6,,300.7229836,0,159,0,,,,,300.7229836,0,5.706189521,0,1.950000062,40.63989,-73.82658,0
1094,Jamaica,2016-06-07,2016,,46,14,40.63859,-73.8203,21.8,25,4.6,,282.2451625,0,159,0,,,,,282.2451625,0,5.642776064,0,10.45000033,40.641,-73.82136,0
1095,Jamaica,2016-06-07,2016,,47,10,40.63649,-73.82227,22.1,24.8,6.59,,286.7457137,0,159,0,,,,,286.7457137,0,5.658595808,0,5.700000182,40.63907,-73.82241,0
1096,Jamaica,2016-06-07,2016,,48,6,40.63302,-73.8208,22.4,24.4,7.12,,240.9010175,0,159,0,,,,,240.9010175,0,5.484386133,0,2.000000064,40.63515,-73.82026,0
1097,Jamaica,2016-06-07,2016,,49,4,40.63081,-73.82008,22.6,24.4,9.26,,298.1763723,0,159,0,,,,,298.1763723,0,5.697685165,0,1.850000059,40.63034,-73.81661,0
1098,Jamaica,2016-06-07,2016,,50,2,40.62949,-73.81959,22.4,24.6,9.98,,304.3160826,0,159,0,,,,,304.3160826,0,5.718066907,0,1.400000045,40.62966,-73.816,0
1099,Jamaica,2016-06-14,2016,,51,44,40.64347,-73.8192,19.6,25.07,7.38,,370.0730695,0,166,0,,,,,370.0730695,0,5.913700471,0,7.650000245,40.64083,-73.81653,0
1100,Jamaica,2016-06-14,2016,,52,34,40.64529,-73.81773,19.5,26.74,7.69,,378.6621941,1,166,1.419611821,55,55,55,,378.6621941,0.003742009,5.936644499,1,5.200000166,40.64236,-73.81544,1
1101,Jamaica,2016-06-14,2016,,53,39,40.64607,-73.82426,19.7,26.98,6.79,,320.8619034,1,166,1.534401164,50,50,50,,320.8619034,0.004770725,5.771010823,2,4.400000141,40.64492,-73.82078,1
1102,Jamaica,2016-06-14,2016,,54,30,40.64555,-73.82745,19.7,26.96,8.27,,363.0859063,0,166,0,,,,,363.0859063,0,5.894639463,0,0.850000027,40.6423,-73.82698,0
1103,Jamaica,2016-06-14,2016,,55,26,40.64431,-73.83384,19.6,27.07,6.73,,351.329743,0,166,0,,,,,351.329743,0,5.861725221,0,8.050000258,40.64338,-73.82987,0
1104,Jamaica,2016-06-14,2016,,56,22,40.6409,-73.82792,19.9,26.91,10.17,,277.938272,0,166,0,,,,,277.938272,0,5.627399046,0,4.650000149,40.64323,-73.82912,0
1105,Jamaica,2016-06-14,2016,,57,36,40.64706,-73.83171,19.8,27.32,8.46,,285.074797,0,166,0,,,,,285.074797,0,5.652751591,0,1.000000032,,,0
1106,Jamaica,2016-06-14,2016,,58,38,40.64744,-73.8275,19.2,27.18,8.21,,312.9666256,1,166,1.333117473,59,59,59,,312.9666256,0.004250569,5.746096558,1,2.750000088,40.6492,-73.83039,1
1107,Jamaica,2016-06-14,2016,,59,12,40.63521,-73.81683,19.8,26.35,9.41,,370.5059335,0,166,0,,,,,370.5059335,0,5.91486946,0,10.50000034,40.63246,-73.81435,0
1108,Jamaica,2016-06-14,2016,,60,15,40.64014,-73.82296,19.4,26.96,10.54,,375.5862892,0,166,0,,,,,375.5862892,0,5.928488243,0,5.350000171,40.637,-73.82131,0
1109,Jamaica,2016-06-14,2016,,61,8,40.63492,-73.81946,19.8,26.49,9.45,,367.7654099,0,166,0,,,,,367.7654099,0,5.907445262,0,5.600000179,40.63172,-73.81834,0
1110,Jamaica,2016-06-14,2016,,62,1,40.6273,-73.81733,21.1,26.44,11.49,,345.3078845,0,166,0,,,,,345.3078845,0,5.844436438,0,1.100000035,40.6304,-73.81765,0
1111,Jamaica,2016-06-20,2016,,63,7,40.63258,-73.81881,22,27.2,10.6,,489.0707275,0,172,0,,,,,489.0707275,0,6.192507116,0,9.012080122,40.63688,-73.82006,0
1112,Jamaica,2016-06-20,2016,,64,5,40.63131,-73.81769,22.9,27.23,15.1,,224.3992652,0,172,0,,,,,224.3992652,0,5.413426899,0,5.4102,40.63278,-73.81587,0
1113,Jamaica,2016-06-20,2016,,65,48,40.64109,-73.81008,21.9,26.92,11.11,,301.1876594,0,172,0,,,,,301.1876594,0,5.707733524,0,5.1054,40.64045,-73.80662,0
1114,Jamaica,2016-06-20,2016,,66,39,40.64648,-73.82525,23.2,25.85,13.8,,257.3505799,0,172,0,,,,,257.3505799,0,5.55043928,0,5.27304,40.64492,-73.823,0
1115,Jamaica,2016-06-20,2016,,67,24,40.64084,-73.8327,22.5,27.33,10.87,,372.261114,0,172,0,,,,,372.261114,0,5.919595527,0,1.93548,40.64171,-73.82845,0
1116,Jamaica,2016-06-20,2016,,68,29,40.64536,-73.82999,23,26.65,13.41,,391.9344094,0,172,0,,,,,391.9344094,0,5.971094503,0,7.04088,40.6455,-73.83462,0
1117,Jamaica,2016-06-20,2016,,69,36,40.64722,-73.83392,23.8,26.15,15.36,,89.21950542,1,172,1.120442198,73,73,73,,89.21950542,0.012480064,4.491099686,1,3.21564,40.64657,-73.83454,1
1118,Jamaica,2016-06-20,2016,,70,22,40.64209,-73.83034,22.4,27.41,11.12,,293.9870681,0,172,0,,,,,293.9870681,0,5.68353578,0,0.89916,40.64177,-73.82689,0
1119,Jamaica,2016-06-20,2016,,71,31,40.64585,-73.825,23.8,25.46,16.21,,243.7848391,0,172,0,,,,,243.7848391,0,5.496286029,0,2.5146,40.64367,-73.82466,0
1120,Jamaica,2016-06-20,2016,,72,33,40.64546,-73.81937,22.8,26.01,15.27,,253.4613317,1,172,0,,,,,253.4613317,0,5.535211274,0,6.49224,40.64357,-73.81769,0
1121,Jamaica,2016-06-20,2016,,73,6,40.63414,-73.81997,21.9,27.34,10.69,,350.5883138,1,172,1.846741152,33,33,33,,350.5883138,0.005253724,5.85961264,2,10.91184,40.63723,-73.82082,1
1122,Jamaica,2016-06-20,2016,,74,8,40.63559,-73.82111,22.2,27.42,12.3,,356.6566003,0,172,0,,,,,356.6566003,0,5.876773415,0,5.80644,40.63878,-73.8216,0
1123,Jamaica,2016-06-28,2016,,75,49,40.64069,-73.80978,23.3,27.25,7.19,,370.0730695,0,180,0,,,,,370.0730695,0,5.913700471,0,3.300000106,,,0
1124,Jamaica,2016-07-05,2016,,76,2,40.62917,-73.81972,24.5,25.9,10.04,,381.9750801,0,187,0,,,,,381.9750801,0,5.945355371,0,1.100000035,40.6326,-73.82006,0
1125,Jamaica,2016-07-05,2016,,77,14,40.63827,-73.82106,24,27.25,5.51,,385.3782042,0,187,0,,,,,385.3782042,0,5.954225201,0,7.050000226,40.6348,-73.82113,0
1126,Jamaica,2016-07-05,2016,,78,47,40.64169,-73.8086,23.8,27.37,4.69,,362.9125084,0,187,0,,,,,362.9125084,0,5.894161782,0,5.050000162,40.64279,-73.81264,0
1127,Jamaica,2016-07-05,2016,,79,45,40.6417,-73.81348,24.1,27.42,5.19,,375.383686,0,187,0,,,,,375.383686,0,5.927948665,0,8.200000262,40.64233,-73.81784,0
1128,Jamaica,2016-07-05,2016,,80,18,40.6394,-73.82652,25,26.6,9.12,,194.71591,0,187,0,,,,,194.71591,0,5.271541624,0,0.800000026,40.63977,-73.82877,0
1129,Jamaica,2016-07-05,2016,,81,35,40.64678,-73.83402,24.6,27.31,5.3,,319.1607864,0,187,0,,,,,319.1607864,0,5.765695008,0,7.100000227,40.64417,-73.83244,0
1130,Jamaica,2016-07-05,2016,,82,29,40.64601,-73.82909,24.3,27.29,5.61,,260.8224231,0,187,0,,,,,260.8224231,0,5.563839804,0,5.450000174,40.64572,-73.83215,0
1131,Jamaica,2016-07-05,2016,,83,38,40.64718,-73.82714,24.3,27.31,5.11,,247.6894047,1,187,1.579981685,48,48,48,,247.6894047,0.006358624,5.512175561,2,1.000000032,40.64754,-73.83003,1
1132,Jamaica,2016-07-05,2016,,84,30,40.6455,-73.82614,24.3,27.38,5.73,,324.7966562,0,187,0,,,,,324.7966562,0,5.783199313,0,2.000000064,40.64503,-73.82993,0
1133,Jamaica,2016-07-05,2016,,85,39,40.64736,-73.82483,24.4,27.22,5.08,,344.4772386,0,187,0,,,,,344.4772386,0,5.842028017,0,6.450000206,40.64447,-73.82335,0
1134,Jamaica,2016-07-05,2016,,86,33,40.64516,-73.81985,24.5,27.25,8.28,,394.3503517,0,187,0,,,,,394.3503517,0,5.977239732,0,8.650000277,40.64162,-73.81948,0
1135,Jamaica,2016-07-05,2016,,87,34,40.64515,-73.81734,24.5,27.27,5.44,,327.4169415,1,187,1.760357288,39,39,39,,327.4169415,0.005362099,5.791234409,2,5.050000162,40.64318,-73.81446,1
1136,Jamaica,2016-07-12,2016,,88,47,40.64198,-73.8086,,,,,303.9080219,0,194,0,,,,,303.9080219,0,5.716725096,0,3.900000125,,,0
1137,Jamaica,2016-07-12,2016,,89,43,40.64331,-73.81409,,,,,396.9949346,0,194,0,,,,,396.9949346,0,5.983923521,0,6.850000219,40.64476,-73.81838,0
1138,Jamaica,2016-07-12,2016,,90,39,40.64616,-73.825,,,,,400.1741644,0,194,0,,,,,400.1741644,0,5.991899863,0,5.00000016,40.64305,-73.82261,0
1139,Jamaica,2016-07-12,2016,,91,28,40.6459,-73.83175,,,,,374.3400684,0,194,0,,,,,374.3400684,0,5.925164658,0,3.650000117,40.64302,-73.82945,0
1140,Jamaica,2016-07-12,2016,,92,27,40.6466,-73.83376,,,,,480.3353268,0,194,0,,,,,480.3353268,0,6.174484458,0,5.850000187,40.64323,-73.8302,0
1141,Jamaica,2016-07-12,2016,,93,23,40.64098,-73.82948,,,,,369.6806247,0,194,0,,,,,369.6806247,0,5.912639456,0,4.900000157,40.64394,-73.83148,0
1142,Jamaica,2016-07-12,2016,,94,40,40.6467,-73.82146,,,,,383.938059,0,194,0,,,,,383.938059,0,5.950481235,0,7.950000254,40.64334,-73.82039,0
1143,Jamaica,2016-07-12,2016,,95,14,40.63845,-73.82089,,,,,419.8240969,0,194,0,,,,,419.8240969,0,6.039835807,0,9.800000314,40.64214,-73.82197,0
1144,Jamaica,2016-07-12,2016,,96,11,40.63672,-73.8205,,,,,407.7380126,0,194,0,,,,,407.7380126,0,6.010624842,0,9.850000315,40.63329,-73.81878,0
1145,Jamaica,2016-07-12,2016,,97,7,40.6326,-73.81744,,,,,397.2004938,0,194,0,,,,,397.2004938,0,5.984441175,0,10.00000032,40.63062,-73.81353,0
1146,Jamaica,2016-07-12,2016,,98,5,40.63106,-73.81805,,,,,371.3310752,0,194,0,,,,,371.3310752,0,5.917094051,0,9.600000307,40.63439,-73.81765,0
1147,Jamaica,2016-07-12,2016,,99,6,40.63305,-73.82053,,,,,382.7757584,0,194,0,,,,,382.7757584,0,5.94744933,0,6.000000192,40.63641,-73.81952,0
1148,Moriches,2016-06-01,2016,,1,23S,40.77908333,-72.811975,21.5,28.6,7.12,,1040.531024,0,153,0,,,,,1040.531024,0,6.947486462,0,1.00584,40.78006667,-72.79971667,0
1149,Moriches,2016-06-01,2016,,2,28,40.7804,-72.78541667,21.2,28.77,7.06,,513.5305248,0,153,0,,,,,513.5305248,0,6.241309472,0,1.09728,40.78036667,-72.7915,0
